Tmax,Tmin,SRAD,RH,Tmax_Tmin,SRAD_RH,Weighted_Tmax,Weighted_Tmin,Year,Maha_Yield,District_AMPARA,District_ANURADHAPURA,District_HAMBANTOTA,District_POLONNARUWA
851.3510714285715,759.8764285714286,538.90125,2384.2467857142856,21585.554636479592,42584.57560746173,88.78583207717372,143.70669584554315,1985,3827.0,1,0,0,0
880.6280357142857,650.8225,532.2401785714286,2544.7489285714287,19370.98991094149,44891.03989343112,-182.6324450294127,28.267914506363113,1985,3972.0,0,1,0,0
838.74375,756.5241071428571,559.3353571428571,2448.8830357142856,21156.658858769133,45546.31452531888,-231.48680361900213,61.480001629794515,1985,4328.0,0,0,1,0
875.5825,689.7435714285714,538.90125,2494.206964285714,20147.08133137755,44542.690018271685,53.12885442834583,-22.44086108342993,1985,4874.0,0,0,0,1
848.1714285714286,760.9623214285714,516.9623214285714,2380.5871428571427,21542.94422372449,40652.955538265305,89.74902905470762,143.97656401792761,1986,3287.0,1,0,0,0
886.7626785714285,659.2426785714287,522.5025,2492.4019642857143,19525.812361511482,43018.63438973214,-178.8763671881152,29.75524209396082,1986,4567.0,0,1,0,0
833.8239285714286,757.3075,550.9796428571428,2465.1039285714287,21055.068365178573,45120.871329209185,-229.20866921381787,62.929655694767916,1986,4194.0,0,0,1,0
873.1796428571429,696.4146428571429,516.9623214285714,2473.4641071428573,20296.092184566325,42246.96304473852,53.83201693694103,-22.375225903198302,1986,4876.0,0,0,0,1
869.31125,766.3017857142856,528.1808928571429,2321.9135714285712,22231.055234885203,40559.855114413265,92.49974639210954,145.06760588842238,1987,3606.0,1,0,0,0
961.8791071428572,673.7025,540.9142857142857,2222.8264285714286,21620.1233908801,39552.504966836736,-201.63923950339972,29.318505196425363,1987,3867.0,0,1,0,0
855.1144642857142,760.8103571428571,566.7132142857143,2422.656785714286,21691.342688839286,45623.235407780616,-236.55056822790954,62.10025307747357,1987,4302.0,0,0,1,0
920.1992857142857,704.0273214285714,528.1808928571429,2322.369642857143,21630.23663635204,40411.136705548466,57.662267780646545,-21.871214470991266,1987,4912.0,0,0,0,1
875.8132142857143,783.6107142857143,523.1507142857142,2369.8014285714285,22904.50541211735,41047.142564923466,89.87621417543222,147.92101465512016,1988,3682.0,1,0,0,0
923.3982142857143,685.3591071428572,520.10625,2421.4080357142857,21146.211786862244,41421.24181342474,-193.0717817115078,29.47866115398596,1988,3544.0,0,1,0,0
862.7601785714286,782.5819642857143,544.8219642857143,2438.9069642857144,22515.11172512755,44158.40655589923,-238.5658805472052,65.15640751413947,1988,4853.0,0,0,1,0
916.28125,724.4160714285714,523.1507142857142,2380.3764285714287,22162.538841422192,41067.921944260204,54.6828097123262,-22.166706960681474,1988,4341.0,0,0,0,1
870.3057142857143,765.4760714285715,537.3776785714285,2283.8675,22236.65801632653,40508.09620019133,92.2611526730534,145.50235315768998,1989,3470.0,1,0,0,0
973.1637499999999,666.2975,545.2414285714286,2184.419642857143,21599.55677557398,39129.15820535715,-206.6986805048627,29.119798951827537,1989,3694.0,0,1,0,0
865.4605357142857,762.9646428571428,554.2846428571429,2337.70625,22017.68300682398,42879.043732589285,-238.10541995138905,64.57960108527975,1989,4321.0,0,0,1,0
935.0894642857143,703.3876785714285,537.3776785714285,2224.4142857142856,21937.782275478316,39304.912172066324,57.02475586528232,-21.98976202599466,1989,4266.0,0,0,0,1
874.3139285714286,776.0326785714286,545.1423214285714,2327.5958928571426,22642.250504145406,42052.98675373087,89.74690913786776,147.01100047160196,1990,3522.0,1,0,0,0
920.1746428571429,675.6823214285714,537.3535714285714,2412.7289285714287,20777.736350063777,42819.62976020408,-194.23055049861787,29.33062378550599,1990,3824.0,0,1,0,0
860.3123214285714,771.3,567.7533928571429,2412.580357142857,22131.137348214284,45500.42505376275,-238.57673146973193,63.492889116823534,1990,4179.0,0,0,1,0
917.9458928571429,713.6905357142857,545.1423214285714,2349.8039285714285,21883.02351591199,42340.138896109696,55.40844142922825,-22.44507080514473,1990,4554.0,0,0,0,1
887.09125,779.4005357142858,535.3846428571428,2284.249464285714,23073.57538663903,40321.602489859695,94.03591198428308,147.6807180737382,1991,3630.0,1,0,0,0
968.4051785714286,684.78375,535.9867857142857,2230.5589285714286,22095.241852327807,39228.94263335459,-205.15604313125655,29.15358420595765,1991,4096.0,0,1,0,0
868.6948214285715,772.5316071428572,557.6792857142857,2381.0364285714286,22375.024960299746,43938.367385714286,-239.3846746399662,63.99499464542996,1991,4455.0,0,0,1,0
948.1608928571428,723.6969642857143,535.3846428571428,2221.8878571428572,22883.29750341199,39094.81812735969,57.43903791671409,-22.337886466158988,1991,4438.0,0,0,0,1
875.1858928571428,765.2353571428572,563.5282142857143,2251.344642857143,22352.770817506378,41670.153698788265,92.31250047952791,145.76779640375358,1992,4098.0,1,0,0,0
935.5596428571429,655.9685714285715,565.8408928571429,2275.1863616071428,20480.718436607145,41917.17212106984,-192.6686276499607,31.79622276125112,1992,3594.0,0,1,0,0
864.1126785714285,763.0210714285714,577.915,2338.6524330357142,21981.77245411352,44466.91259523677,-238.83794047587475,64.12644383523187,1992,4637.0,0,0,1,0
932.0189285714285,698.0246428571429,563.5282142857143,2216.831004464286,21693.06348845663,40700.762736352044,56.834009344243405,-22.349071856902963,1992,4414.0,0,0,0,1
864.97,766.5273214285714,513.7983928571429,2312.6964285714284,22127.168325,39195.488911862245,89.42228976083953,145.58463792997745,1993,3400.0,1,0,0,0
908.6960714285714,663.1167857142857,519.4744642857142,2392.40625,20118.869544260204,40719.789127869895,-191.3507283636004,29.302434705037346,1993,3710.0,0,1,0,0
857.9153571428571,764.2598214285714,540.6338392857143,2389.4873214285712,21864.14127940051,42644.33317300701,-236.8882579762075,64.45910090078517,1993,4703.0,0,0,1,0
900.5110714285714,701.3926785714286,513.7983928571429,2353.091785714286,21089.468184757654,39638.87095172194,54.474936932280805,-20.939450989592988,1993,5048.0,0,0,0,1
856.1294642857143,774.1703571428571,482.706875,2416.6373214285713,22118.99359904337,38420.72229000319,91.11247677540817,147.01231858438632,1994,2875.0,1,0,0,0
880.4210714285714,676.6578571428572,491.71482142857144,2555.361607142857,19897.63817117347,41419.05356527423,-177.1524271290035,31.9464826070224,1994,3837.0,0,1,0,0
841.4664285714285,766.2071428571429,505.20089285714283,2502.8103571428574,21499.597770408163,41938.71152684949,-230.5653449134202,63.681156562287434,1994,4048.0,0,0,1,0
876.8682142857143,714.735,482.706875,2501.1446428571426,20922.699649234695,39707.83422311862,53.822993082117115,-23.792764637960715,1994,3023.0,0,0,0,1
869.2466071428571,772.3332142857143,511.19107142857143,2352.5610714285713,22388.422890114794,39769.021208035716,90.39817396937,145.71693089035276,1995,3647.0,1,0,0,0
954.2873214285714,684.6810714285714,521.3992857142857,2244.9644642857143,21782.74242952806,38366.93781760204,-204.2596717434602,29.886212753758183,1995,4018.0,0,1,0,0
864.1689285714285,768.7255357142857,528.3457142857143,2404.5992857142855,22146.742994579083,42062.13851887755,-241.2801109814407,62.20278068616745,1995,3953.0,0,0,1,0
929.2980357142857,724.5696428571429,511.19107142857143,2261.353035714286,22460.38733667092,37999.70536970663,56.35914977541581,-23.243531536913352,1995,4861.0,0,0,0,1
892.8157142857143,782.6792857142857,504.15982142857143,2204.7653571428573,23328.697523915816,37018.99489904137,94.424829274383,149.11382079695755,1996,3857.0,1,0,0,0
995.0738392857141,698.57875,531.7178571428572,2116.0239732142854,23379.82195210459,37018.99489904137,-213.06767477647134,31.377182588329163,1996,3700.0,0,1,0,0
885.7023214285714,777.2835714285715,513.8574107142857,2284.463392857143,22953.030445503828,38959.88055452806,-244.69167382575884,65.01901902920278,1996,3893.0,0,0,1,0
965.2673214285714,735.1244642857142,504.15982142857143,2116.0239732142854,23681.15074757653,37018.99489904137,59.03221665595349,-22.8113083068583,1996,4833.0,0,0,0,1
893.9733928571428,769.48875,531.5783928571428,2200.4714285714285,22963.24533351403,38727.44092806122,94.22447107956202,146.24432333589627,1997,4187.0,1,0,0,0
993.8498214285713,680.955,531.0914285714285,2116.0239732142854,22547.321215688775,37018.99489904137,-212.4100519859719,30.47560517102542,1997,3989.0,0,1,0,0
882.9994642857142,768.7248214285714,551.555,2272.3078571428573,22628.04574588648,41442.56438928571,-244.13003771465262,63.94230293231029,1997,3995.0,0,0,1,0
968.3935714285714,718.4048214285715,531.5783928571428,2116.0239732142854,23206.42493278061,37018.99489904137,58.4620678881493,-21.363725972140617,1997,4916.0,0,0,0,1
875.1723214285714,787.1491071428571,535.1351785714286,2377.8439285714285,22970.681905325255,42098.82261906888,89.40459742394101,148.84571086577304,1998,3771.0,1,0,0,0
943.7303571428571,691.0144642857143,527.6033928571428,2351.1414285714286,21744.293800573978,40543.83212987883,-197.5997968770766,31.993086929983633,1998,4264.0,0,1,0,0
857.6323214285715,782.7042857142857,543.3364285714285,2465.3191071428573,22384.570942091836,44315.11140994898,-238.92457368966365,63.59844511496688,1998,3761.0,0,0,1,0
928.8816071428571,732.7944642857143,535.1351785714286,2345.9217857142858,22700.130247480865,41204.278603125,54.18809275903489,-22.804838536327814,1998,4114.0,0,0,0,1
869.4003571428572,775.9594642857143,557.8913392857143,2372.8596428571427,22522.82715184949,43786.76902758291,92.70691547659395,147.53676707180173,1999,4099.0,1,0,0,0
904.6626785714286,676.99,539.2632142857143,2475.2551785714286,20468.9688127551,44048.88592072704,-180.68076120338395,31.003614940243164,1999,4294.0,0,1,0,0
850.8130357142857,771.4110714285714,570.3766071428571,2467.145,21889.785401466837,46728.53396415816,-233.15553999792277,64.06837707555177,1999,4106.0,0,0,1,0
893.1069642857143,712.78375,557.8913392857143,2456.4926785714283,21259.89650239158,45303.98467871492,55.531690665200095,-24.095389056854906,1999,4236.0,0,0,0,1
866.9994642857143,772.2582142857143,528.3461607142857,2358.4114285714286,22345.89919327168,41088.582239269774,89.70235814141333,146.2033837697206,2000,3866.0,1,0,0,0
938.2192857142857,682.6789285714286,532.6892857142857,2315.5696428571428,21382.768672959184,40504.66235204082,-196.13293351970984,30.65192495173816,2000,4400.0,0,1,0,0
852.0776785714286,767.9171428571428,550.5169642857143,2430.2966071428573,21820.181312436223,44421.61996846301,-235.55979270781526,63.43554257826817,2000,4354.0,0,0,1,0
906.9789285714286,714.6332142857143,528.3461607142857,2372.76625,21647.8016658801,41202.02015974171,55.40447412400736,-22.143454273899565,2000,4539.0,0,0,0,1
870.7180357142857,770.2666071428571,533.6308035714286,2340.8996428571427,22401.588639572703,41069.710991804845,90.42771919540803,146.32172654424912,2001,4099.0,1,0,0,0
930.7869642857142,671.2264285714286,535.1636607142857,2353.521964285714,20866.073748086736,41294.24640687181,-190.41113105305368,29.328947878045437,2001,4474.0,0,1,0,0
861.3878571428571,767.6408928571428,559.388125,2412.227142857143,22061.742313392857,44679.941911989794,-236.25575931414528,64.47086619731212,2001,4680.0,0,0,1,0
907.2198214285714,706.2832142857143,533.6308035714286,2370.2026785714284,21412.450190242347,41446.67924194834,55.53285973096231,-21.670599264077666,2001,4948.0,0,0,0,1
874.8346428571429,780.38,535.3603571428571,2338.8325,22782.721958163263,41392.19533737245,91.92343777726819,147.71250201694082,2002,4607.0,1,0,0,0
926.1008928571429,682.5005357142857,533.5751785714286,2386.8782142857144,21103.745136702804,41857.3859961097,-189.97146183065232,30.448358842456095,2002,4323.0,0,1,0,0
869.0048214285714,776.1696428571429,566.0271428571428,2408.5632142857144,22489.57956307398,45250.62173673469,-239.6733540183509,64.48293951519577,2002,4820.0,0,0,1,0
907.7226785714286,719.9707142857143,535.3603571428571,2379.0898214285717,21823.54925625,41985.2874286352,55.47583948039431,-22.517849169024423,2002,4627.0,0,0,0,1
869.6408928571428,781.6441071428571,526.2870535714286,2374.3526785714284,22688.895706218114,41031.683112515944,92.8691637563221,148.61974204120187,2003,4216.0,1,0,0,0
911.6296428571428,683.4648214285714,537.5010714285714,2450.94375,20832.101342665817,43153.35838533163,-182.40452263639227,32.748660394459755,2003,4341.0,0,1,0,0
853.1310714285714,775.1516071428572,558.6959821428571,2475.418035714286,22054.947794579082,45750.19184730548,-234.0274845868053,64.69594360362495,2003,4587.0,0,0,1,0
896.73125,722.1508928571428,526.2870535714286,2437.7458928571427,21636.395407493623,41981.99786044324,56.255224935627574,-23.2787870332518,2003,4462.0,0,0,0,1
886.2828571428571,783.8816071428571,558.0619642857143,2313.42875,23195.41845596301,42536.93247908163,94.42811170221349,149.027762211122,2004,4655.0,1,0,0,0
964.2837499999999,690.1617857142858,556.3578571428571,2255.149464285714,22213.81208890306,41157.04886964286,-199.03684281491812,32.30619166426759,2004,4523.0,0,1,0,0
871.1925,778.3858928571428,580.6191071428572,2412.959107142857,22611.194087531887,46504.15861479592,-240.59810230905293,64.01221130033466,2004,4627.0,0,0,1,0
929.6625,723.5510714285714,558.0619642857143,2313.179642857143,22466.07395682398,42344.322510682396,58.48149379773725,-22.596565304175652,2004,5019.0,0,0,0,1
858.0619642857143,782.6405357142858,517.6599107142857,2404.1358928571426,22401.665913297194,41132.61517447385,90.18496805809738,147.97102856802448,2005,4292.0,1,0,0,0
901.2198214285714,681.5408928571429,518.408125,2491.5735714285715,20514.853817952808,42658.30434457908,-184.2137130565035,30.786101833765656,2005,4549.0,0,1,0,0
848.9605357142857,774.4310714285714,542.2391071428572,2502.3205357142856,21923.39662404337,44995.50773561862,-234.5650438684969,63.16456087439884,2005,4467.0,0,0,1,0
879.7357142857143,720.2123214285714,517.6599107142857,2498.5873214285716,21151.56439132653,42709.18360687181,54.14954894443746,-22.053325389659513,2005,4992.0,0,0,0,1
863.6932142857142,773.23875,527.2942857142857,2398.7819642857144,22305.61027174745,41700.54502882653,93.97337560693182,147.25012011423368,2006,4576.0,1,0,0,0
900.1510714285714,681.1807142857143,517.0021428571429,2483.497142857143,20501.04462423469,42180.940715306126,-179.24392441535906,32.53069078150621,2006,4520.0,0,1,0,0
846.7896428571429,768.5135714285714,552.8333928571428,2497.4230357142856,21708.38351147959,45829.19789371811,-231.81828268531893,65.25469282609156,2006,5069.0,0,0,1,0
888.4557142857143,713.4442857142857,527.2942857142857,2467.5976785714283,21187.402142857143,42818.900441071426,56.86083284960095,-21.668042342828727,2006,4911.0,0,0,0,1
859.7058928571429,773.1248214285714,533.8321428571429,2358.2548214285716,22169.111336065052,41605.16208252551,93.0139502795651,147.6010491350967,2007,4934.0,1,0,0,0
918.22125,670.9876785714285,541.3501785714286,2395.7785714285715,20544.128678475765,42507.770569547196,-190.0907285061264,32.92346343012316,2007,4726.0,0,1,0,0
841.3839285714286,768.1853571428571,552.2663392857143,2477.460357142857,21549.07737767857,45267.155420631374,-231.57608054066404,64.72450160796761,2007,5215.0,0,0,1,0
896.4778571428571,708.5673214285714,533.8321428571429,2400.282142857143,21197.70314859694,42085.432895408165,56.53295004446996,-21.937406470471394,2007,5119.0,0,0,0,1
857.61875,772.1808928571429,518.3955357142856,2397.344642857143,22094.47201948342,41128.69052327806,93.41946284044117,147.09754909804397,2008,4864.0,1,0,0,0
885.5680357142858,673.47375,524.0364285714286,2512.2169642857143,19923.570915688775,43543.055365593114,-179.5516631731161,32.0695972033068,2008,4311.0,0,1,0,0
838.5975,768.4639285714286,536.0919642857143,2493.3201785714286,21485.003925637757,44379.19320114796,-230.4383965002456,64.19581813095196,2008,4762.0,0,0,1,0
880.9982142857143,710.8578571428571,518.3955357142856,2467.3394642857143,20909.24764528061,42321.12012468112,55.15711436824954,-21.95321847712097,2008,4900.0,0,0,0,1
878.35375,776.8405357142857,566.2139285714286,2279.07,22768.100748182398,42535.08260102041,94.42939046611887,147.78786919123795,2009,5158.0,1,0,0,0
938.9069642857143,669.2973214285714,554.9698214285714,2311.3489285714286,20993.620355070154,41935.02712257653,-188.8917731029311,32.28786381829257,2009,4633.0,0,1,0,0
860.2896428571429,771.6489285714285,591.8555133928571,2376.8953571428574,22134.902895790816,46991.26664642857,-236.5755086433245,65.17247522193095,2009,5295.0,0,0,1,0
919.3824999999999,711.3308928571429,566.2139285714286,2301.1832142857143,21839.623357589284,42709.84167869898,58.41522265076197,-21.351662953995188,2009,5223.0,0,0,0,1
878.0367857142858,785.6778571428572,540.0999107142857,2333.783392857143,23024.860538010205,41473.5535592634,94.19832052217173,149.05192717204665,2010,5368.0,1,0,0,0
935.1783928571429,680.6917857142857,548.68875,2390.6667857142857,21275.117521109692,43039.32564304847,-187.42993410930572,30.878822335224275,2010,4924.0,0,1,0,0
854.8289285714286,777.2226785714286,563.7933928571429,2457.0785714285716,22153.7419591199,45948.4365255102,-234.93591186810994,64.18341577146121,2010,5183.0,0,0,1,0
914.6857142857143,721.235,540.0999107142857,2380.533214285714,22041.12485408163,42100.2595106824,57.64175289268512,-22.67129993363644,2010,5336.0,0,0,0,1
847.9991071428572,770.29375,497.185,2443.4473214285713,21798.718031345663,39898.11029119898,88.23719657192841,145.99052846170272,2011,3333.0,1,0,0,0
867.1444642857143,674.7983928571429,489.45642857142855,2611.0935714285715,19526.149756600767,42114.10266989796,-175.39755758570868,31.42017285731824,2011,4463.0,0,1,0,0
831.6667857142858,766.7869642857142,529.1147321428572,2527.4708928571426,21269.709579910716,44344.538763153694,-226.97269184675986,64.39075229472637,2011,5779.0,0,0,1,0
860.4973214285715,708.2264285714286,497.185,2574.6710714285714,20328.463656505104,42132.30094311225,52.123672938801334,-23.171793507687205,2011,3831.0,0,0,0,1
864.9630357142858,777.5642857142857,546.3435714285714,2347.2430357142857,22444.038270280613,42334.680413297196,92.79695779522903,148.9519159101227,2012,5026.0,1,0,0,0
915.0591071428571,671.3148214285715,545.32875,2434.702142857143,20527.078385012755,43632.88501661352,-182.82876989023947,34.006733865128474,2012,4982.0,0,1,0,0
844.8157142857143,772.0105357142858,566.8580357142857,2455.4416071428573,21748.431892283163,46198.96999202806,-231.6192485788431,65.39098303209967,2012,5198.0,0,0,1,0
892.8007142857143,707.74625,546.3435714285714,2446.091607142857,21090.547031090562,44010.3673890625,56.670629909690234,-21.919378939543257,2012,5086.0,0,0,0,1
862.5042857142857,781.7660714285714,520.5116071428572,2400.6180357142857,22495.759359183674,41242.7687765625,92.68756199434821,147.69995796263817,2013,4084.0,1,0,0,0
892.4246428571429,680.7480357142857,511.2866071428571,2538.9719642857144,20313.43332429847,42794.672885809945,-176.85334119163633,31.822187118506992,2013,4467.0,0,1,0,0
841.71875,775.3846428571428,543.6548214285714,2501.87125,21764.253641135205,45154.021119419645,-230.99490755641824,64.9317576581969,2013,6167.875,0,0,1,0
885.3951785714286,719.9410714285714,520.5116071428572,2488.688392857143,21285.217952232142,42602.919778922194,56.53451747131864,-22.77108201529643,2013,4889.0,0,0,0,1
876.8360714285715,775.7582142857143,540.0601785714285,2308.26875,22704.210725382654,41078.10333207908,94.34129422545993,147.71875100075056,2014,4885.0,1,0,0,0
939.3483928571428,680.3410714285715,536.6358928571428,2316.1067857142857,21345.11313552296,40726.51192503189,-193.8858386314376,30.036140848400258,2014,3898.0,0,1,0,0
849.4158928571428,768.6314285714286,574.3583928571428,2453.36,21769.51355612245,46818.84126505102,-233.83483290813706,64.57546586448913,2014,5592.0,0,0,1,0
918.3425,714.3053571428571,540.0601785714285,2321.7014285714286,21903.922814413265,41145.74657933673,57.60029863664347,-22.082836319191355,2014,4819.0,0,0,0,1
859.6832142857143,778.4216071428572,524.4916071428571,2405.404642857143,22333.344612563775,41528.419268941325,91.82124376418442,147.83230852497417,2015,4078.0,1,0,0,0
887.1196428571428,678.0033928571429,519.3978571428571,2557.9387500000003,20086.737232716838,43705.92086237245,-177.44910655352828,33.39678127375902,2015,4802.0,0,1,0,0
842.0194642857143,773.1773214285714,565.4383928571428,2497.1344642857143,21707.75316419005,46823.80633899872,-230.80016377754427,65.50460311897788,2015,6134.0,0,0,1,0
880.1892857142857,717.0026785714285,524.4916071428571,2507.4789285714287,21070.839288137755,43266.92270057398,55.619315152052536,-22.117428596988823,2015,5306.0,0,0,0,1
